id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
31350,Italy,"Here's a modern rendition of Corvina (one of the grapes that makes up Italy's Amarone) that opens with a blast of blackberry fruit, exotic spice, leather, tar and moist pipe tobacco. It's soft and chewy with long, impressive persistency.",La Poja,92,85.0,Veneto,Veronese,,,,Allegrini 2006 La Poja Corvina (Veronese),Corvina,Allegrini
31351,France,"Egarade means a “mysterious evening stroll,” according to the producer. Perhaps the idea is that you lose track of time in this wine. A blend of Chardonnay and Pinot Noir, it is rich and full-bodied with a good weight of white and green fruits and a final nervy texture and acidity.",Egarade Brut,92,26.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Bailly-Lapierre 2005 Egarade Brut  (Crémant de Bourgogne),Champagne Blend,Bailly-Lapierre
31353,France,"A delicious wine that steers a wonderful path between crisp, mineral acidity and opulent white and yellow fruits. There is a sense of style and poise here, acidity slipping neatly into the ripe fruit. It has aging potential for 5–6 years, probably more.",Les Chenevottes Premier Cru,92,0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Maison Champy 2008 Les Chenevottes Premier Cru  (Chassagne-Montrachet),Chardonnay,Maison Champy
31339,US,"This is a big tannic rustic wine, loaded with dark, bitter flavors. Cassis, espresso, smoke and charred earth all combine to carry through an astringent, tannic finish.",Reserve,86,50.0,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Troon 2014 Reserve Syrah (Applegate Valley),Syrah,Troon
31341,US,"A barely ripe blend of Pinot Gris, Pinot Blanc, Riesling and Gewürztraminer, this has strong scents and flavors that combine in a rather strange way. Perfume, breath mint and tanned leather elements pile on, without really melding or enhancing one another. Whatever it is, it's not dull.",Auzriel Melody En Blanc,86,11.0,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,Vercingetorix VX 2014 Auzriel Melody En Blanc White (Oregon),White Blend,Vercingetorix VX
31343,Australia,"This is muscular and sturdy for a Pinot Noir, with savory notes of mushrooms, beets and earth that add to that impression. While it lacks precision and elegance, it does offer a chunky mouthful of Pinot with ample length and intensity to the finish.",The Feral Fox,86,32.0,South Australia,Adelaide Hills,,Joe Czerwinski,@JoeCz,D'Arenberg 2013 The Feral Fox Pinot Noir (Adelaide Hills),Pinot Noir,D'Arenberg
31345,France,"Aromas of currants and tropical fruits are followed by ripe nectarine and star fruit flavors with the acidity coming from a fresh pineapple character. It's an intense wine, with delicious, full concentration of flavors.",Vieilles Vignes,92,26.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Roger et Didier Raimbault 2008 Vieilles Vignes  (Sancerre),Sauvignon Blanc,Roger et Didier Raimbault
31347,US,"Dry, racy and elegant, a food-friendly Chardonnay to pair with shellfish in cream sauce, salmon, or a fine roasted chicken. Clean, vibrant acidity highlights citrus, white peach and nectarine flavors, with a rich coating of smoky oak. Drink now through 2015.",Broken Road,92,40.0,California,Alexander Valley,Sonoma,,,Stonestreet 2009 Broken Road Chardonnay (Alexander Valley),Chardonnay,Stonestreet
31338,Australia,"This is a relatively simple, fruity quaff, filled to the brim with pears, apples and melons. It's medium-bodied, with a bit of apple- or pear-skin texture that gives it additional interest. Drink now.",Palamino,86,17.0,South Australia,Adelaide Hills,,Joe Czerwinski,@JoeCz,Stable Hill 2016 Palamino Pinot Grigio (Adelaide Hills),Pinot Grigio,Stable Hill
31342,US,"Light aromas of lemon peel, yellow pear and lemongrass make this an appealing option for pairing with Asian food of all kinds. The palate shows fresh lemon, lime peel and yellow grapefruit touches, along with a wet clay element.",Wild Ferment,86,17.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Broadside 2015 Wild Ferment Chardonnay (Central Coast),Chardonnay,Broadside
31348,US,"A fine, delicious Chardonnay, less expensive than most of Testarossa's other single-vineyard Chards, but as good. Crisp in acidity, it offers very rich pineapple tart, Key lime pie, golden mango and lemon custard flavors, made even richer by smoky, sweetly caramelized oak.",Sanford & Benedict Vineyard,92,39.0,California,Sta. Rita Hills,Central Coast,,,Testarossa 2009 Sanford & Benedict Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,Testarossa
31352,Argentina,"Funky at first and simply not as smooth, pure and clean as Catena's Nicasia and Adrianna Malbecs, which are the components of this wine. Argentino in 2007 is deep and dark like always, with coconut and cassis aromas preceding a sweet, ultrarich palate that's teetering on candied. Quite oaky and chocolaty as well, with brown sugar and depth to the finish. Drink now through 2014.",Argentino,92,120.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Bodega Catena Zapata 2007 Argentino Malbec (Mendoza),Malbec,Bodega Catena Zapata
31354,France,"This velvety red blend of 75% Syrah and 25% Grenache is dark and heady but approachable and easily drinkable now. Boysenberry and black cherry flood the bouquet, accented by notes of purple flowers and cola. Balanced and lush in the mouth, the black raspberry fruit and peppery spice carry through to the long, evolving finish.",Les Bartelles La Clape,92,38.0,Languedoc-Roussillon,Coteaux du Languedoc,,Lauren Buzzeo,@laurbuzz,Mas du Soleilla 2008 Les Bartelles La Clape Red (Coteaux du Languedoc),Rhône-style Red Blend,Mas du Soleilla
31363,Australia,"An inky wine, yet remarkably well balanced and supple, marrying a lush, creamy texture with masses of blueberries and hints of mint and licorice. Drink now or hold up to 10 years.",The Howling Dog,92,42.0,South Australia,Barossa Valley,,Joe Czerwinski,@JoeCz,Massena 2006 The Howling Dog Petite Sirah (Barossa Valley),Petite Sirah,Massena
31371,US,"This wine has been in release for almost two years, but the extra time has only improved it. Nicely melding the strengths of Klipsun vineyard Cabernet and Merlot with 24 months in half new, half year-old French oak barrels, this powerful wine has concentrated cherry and cassis fruit, potent baking spices, suggestions of mint and pepper, and a host of details waiting to be noticed. A great bottle to toss into a blind tasting of high-end California reds.",Il Mulinello Klipsun Vineyard,92,49.0,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Lachini 2006 Il Mulinello Klipsun Vineyard Red (Red Mountain),Bordeaux-style Red Blend,Lachini
31359,US,"A beautiful, racy Chardonnay, with a streamlined structure that could almost be a fine, barrel-aged Sauvignon Blanc. It's marked by mouthwatering acidity, with savory lemongrass, hay, vanilla and white pepper flavors. First class and elegant as a cocktail sipper.",Highland Estates Camelot Highlands,92,30.0,California,Santa Maria Valley,Central Coast,,,Kendall-Jackson 2009 Highland Estates Camelot Highlands Chardonnay (Santa Maria Valley),Chardonnay,Kendall-Jackson
31361,US,"Late-picked, 100% Cabernet fruit from an iconic Red Mountain vineyard; hence the name, which translates as “the beast”. It's jammy and ripe, but the tannins have been tamed, and the fruit is front and center, along with brown spices and toasty barrel notes. This is a thoroughly delicious wine that seems to be drinking in its prime, though it shows no sign of tiring.",La Bestia Klipsun Vineyard,92,49.0,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Lachini 2006 La Bestia Klipsun Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Lachini
31365,US,"Tight, acidic and dry in youth, this Pinot has a don't-drink-me-now austerity. It resists efforts to break it down at every point. However, it seems well able to age, given the balance, and the wealth of cherry, pomegranate, persimmon and rhubarb fruit. Cellar this fine wine until at least 2014.",de Coelo Quintus Vineyard,92,69.0,California,Sonoma Coast,Sonoma,,,Benziger 2008 de Coelo Quintus Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Benziger
31367,US,"Fermented in neutral Burgundian oak, this is crisp and stylish, and brings in tart Asian pear, jicama and white peach. Flavors are clean and razor sharp. No alterations, additions, or finings are employed—this is as noninterventionist as it gets.",Conner Lee Vineyard,92,35.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Buty 2009 Conner Lee Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Buty
31372,Argentina,"Big, lush and tightly structured, with cola and mocha aromas along with serious black fruit power and brightness. A pure and delicious Malbec-Cabernet wine with the full allotment of berry character, cola accents, dark spice and clarity. Drink now through 2014.",Unus,92,40.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Mendel 2007 Unus Red (Mendoza),Red Blend,Mendel
31357,Spain,"Toasty and elegant from the beginning. The nose breathes Christmas spice and mature berry fruits, while the palate deals a persistent structure and acidity for added spine. Tastes a little rooty and savory, with root beer and chocolate notes to the finish. Drink now or hold thru 2016.",Coto de Imaz Gran Reserva,92,45.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,El Coto 2001 Coto de Imaz Gran Reserva  (Rioja),Tempranillo,El Coto
31423,US,"Sublime and gritty in stony, gravelly texture, this wine surprises and awes in its commingling of salty lime, focused acidity and complex tones of apple, pear and fig. Medium-bodied, it unravels slowly in the glass, continuing to pursue different avenues of flavor and intellectual pleasure.",Dutton Ranch,95,42.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Anaba 2014 Dutton Ranch Chardonnay (Sonoma Coast),Chardonnay,Anaba
31392,US,"This single-vineyard Pinot Gris is smooth as silk, loaded with fresh, well-defined flavors of melon. A touch of spring herb is delicately applied. Not a big, fruity wine, but delicious in a rather quiet way.",Logsdon Ridge Vineyard Rudolfo,88,18.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Lumos 2013 Logsdon Ridge Vineyard Rudolfo Pinot Gris (Willamette Valley),Pinot Gris,Lumos
31362,France,"Dark colored wine, which translates into richness and flavors of full-bodied damsons and plum fruits, with finely judged tannins and wood. Natural power, with concentration and final acidity to give just the right lift.",Les Damaudes,92,39.0,Burgundy,Vosne-Romanée,,Roger Voss,@vossroger,Manuel Olivier 2008 Les Damaudes  (Vosne-Romanée),Pinot Noir,Manuel Olivier
31366,US,"The high score reflects the wine's potential, because it has been put on the market before it's ready to be opened. Fresh and zippy in acidity, its flavors are of raspberry and cherry pie filling, while sweet, caramelized oak has not yet been integrated. Cellar it for a year or two, even longer. It should be quite a beautiful wine by the end of 2012.",Doctor's Vineyard,92,52.0,California,Santa Lucia Highlands,Central Coast,,,Bruliam 2009 Doctor's Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Bruliam
31368,Italy,"There's a warm, yeasty quality to this bright sparkling blend (with Chardonnay and Pinot Nero) from northern Italy. It is redolent of apricot, toasted almond, freshly baked bread and dried roses. In the mouth, it shows a drying feel and piquant, fresh bubbling.",Gran Cuvée Pas Opere,92,80.0,Lombardy,Franciacorta,,,,Bellavista 2004 Gran Cuvée Pas Opere Sparkling (Franciacorta),Sparkling Blend,Bellavista
31375,US,"Sourced from a three-acre vineyard planted in 2001, this smooth and quite pretty Pinot is round and fruity, offering lots of blueberry and raspberry fruit. It's laced together with a tight streak of coffee and toast.",Dario Estate,88,25.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Potter's Vineyard 2012 Dario Estate Pinot Noir (Chehalem Mountains),Pinot Noir,Potter's Vineyard
31385,US,"The largest Chardonnay parcel in the Thomas Fogarty estate portfolio at slightly more than four acres, this slice still only amounts to four barrels of wine. The 2011 starts with a candied, chalky smell, reminiscent of white Smarties, and the flavors lean toward cooked stone fruit, such as caramelized pluot, and charred daffodil.",Langley Hill Vineyard Estate,88,60.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Thomas Fogarty 2011 Langley Hill Vineyard Estate Chardonnay (Santa Cruz Mountains),Chardonnay,Thomas Fogarty
31398,Italy,"This structured rosato from northern Italy is loaded with bright red cherry, raspberry, black pepper and graphite sensations. The round, juicy palate is balanced by lively acidity that gives a refreshing finish.",Rosé,88,0,Northeastern Italy,Alto Adige,,Kerin O’Keefe,@kerinokeefe,Nals Margreid 2013 Rosé Lagrein (Alto Adige),Lagrein,Nals Margreid
31404,US,"This bottling from a winery that uses both the highest of technology and most old school of techniques is incredibly subtle at first, but then come waves of mace, mulberry, forest floor and dried shiitake aromas. The palate starts with sharper herbs and spice, from thyme to nutmeg and allspice, and then the purple flower flavors explode like a bouquet in the mouth. Elderflower touches fly into the finish.",Domaine Du Docteur Rodgers,96,102.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Clos de la Tech 2012 Domaine Du Docteur Rodgers Pinot Noir (Santa Cruz Mountains),Pinot Noir,Clos de la Tech
31408,France,"This small property with its own château lies within the lower portion of Vaudésir but is considered a Grand Cru in its own right. The wine—the flagship of the cooperative—is opulent, showing strong wood aging flavors that will soften with time. Ripe and generous with yellow fruit flavor, it also boasts a tight mineral acidity and crispness, making it a good candidate for cellaring. Drink from 2021.",Château Grenouilles Grand Cru,95,89.0,Burgundy,Chablis,,Roger Voss,@vossroger,La Chablisienne 2014 Château Grenouilles Grand Cru  (Chablis),Chardonnay,La Chablisienne
31410,US,"Homer is the winery's top level reserve cuvée. Aromatic and complete in every detail, it opens with cinnamon and violet scents, plum and cherry fruit soaked in mocha chocolate and the density and complexity that only the finest Pinot Noirs attain. Drink with pleasure now through the 2020s.",Shea Vineyard Homer,95,92.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Shea 2014 Shea Vineyard Homer Pinot Noir (Willamette Valley),Pinot Noir,Shea
31418,US,"There are excellent savory qualities to this bottling, with white pepper, charred lamb, soy and pine resin adding much intrigue to the black currant fruit. The umami character is strong on the sip, with beef jerky, black pepper and wild mushroom broth flavors, but there is also some tangy fruit as well as upright tannins that will keep this wine singing for years. Drink now–2028.",MJM,95,75.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Dragonette 2013 MJM Syrah (Santa Ynez Valley),Syrah,Dragonette
31420,US,"It's no exaggeration to say that the 2014 releases from Shea are the best (as an entire group) in the winery's history. Could be maturing of the vines, along with a textbook perfect vintage, but whatever the reasons, these wines are not to be missed. Floral highlights, potent ripe cherry fruit, a dusting of cocoa powder and myriad layers come together in this irresistible, impeccably balanced block selection.",Shea Vineyard Block 7,95,66.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Shea 2014 Shea Vineyard Block 7 Pinot Noir (Willamette Valley),Pinot Noir,Shea
31424,US,"This wine is a study of how to make Pinot Noir both extremely light and yet powerfully flavorful. Underripe black raspberry meets with white pepper and dill on the nose. The bright and lively palate dances across the tongue with thyme, rosemary and pine flavors against tart red fruit. It's easy to guzzle.",Coast Grade Vineyard,95,48.0,California,Ben Lomond Mountain,Central Coast,Matt Kettmann,@mattkettmann,Big Basin 2014 Coast Grade Vineyard Pinot Noir (Ben Lomond Mountain),Pinot Noir,Big Basin
31413,US,"If anyone can elevate Oregon's already excellent Chardonnays to the next level, it's Jacques Lardière, who makes Résonance for Louis Jadot after four decades at their winery in Burgundy. This nutty toasty chiseled wine has impeccable breeding, power and elegance. White peach, pear and apple fruit is wrapped in lush barrel flavors of caramel, buttered toast and vanilla wafer, with firm acids for a foundation. Drink now and on through 2025.",Hyland Vineyard,95,50.0,Oregon,McMinnville,Willamette Valley,Paul Gregutt,@paulgwine ,Résonance 2015 Hyland Vineyard Chardonnay (McMinnville),Chardonnay,Résonance
31415,France,"This wine is rich and surprisingly full-bodied. It comes from a great Champagne vintage, giving it both intensity and an acidity built for longterm aging. This half-bottle version is filling out, showing almond flavors yet retaining its citrus edge. Drink from 2019.",Amour de Deutz Brut,95,93.0,Champagne,Champagne,,Roger Voss,@vossroger,Deutz 2008 Amour de Deutz Brut  (Champagne),Champagne Blend,Deutz
31358,US,"Hanzell says this Sebella Chardonnay is meant to drink now, while their regular Chardonnay, which is famously ageable, develops in the cellar. That's strange logic, because the wine is so close to the regular Chardonnay as to be nearly indistinguishable. It's bone dry, crisply acidic and minerally, with citrus, green apple and pear flavors. Give it 3–5 years.",Sebella,92,36.0,California,Sonoma Valley,Sonoma,,,Hanzell 2008 Sebella Chardonnay (Sonoma Valley),Chardonnay,Hanzell
31384,US,"A taste of candied grapefruit jumps out first from this wine, which is altogether clean and crisp. It's also generous in bigger flavors of fig and vanilla. More creamy and fruity than herbal or savory, it's right for seafood or spicy stuff.",Rooster Vineyard,88,17.0,California,Lake County,,Virginie Boone,@vboone,The Girls in the Vineyard 2012 Rooster Vineyard Sauvignon Blanc (Lake County),Sauvignon Blanc,The Girls in the Vineyard
31388,Italy,"Incrocio Manzoni results from a crossing between Riesling and Pinot blanc grapes. Delicate aromas recall white flowers and stone fruit. The elegant palate offers yellow apple, apricot and a hint of pineapple alongside bright acidity.",L'altro Manzoni Maso Franch,88,25.0,Northeastern Italy,Vigneti delle Dolomiti,,Kerin O’Keefe,@kerinokeefe,La Vis 2011 L'altro Manzoni Maso Franch Incrocio Manzoni (Vigneti delle Dolomiti),Incrocio Manzoni,La Vis
31394,US,"Richly effusive, it's marked by blue and black berry fruit that's almost jammy, swathed in chocolaty toffee. The wine shows off Macchia's prowess with Lodi fruit, its acidity pert throughout, especially into the finish, which also features plenty of toasty oak.",Rebellious,88,24.0,California,Lodi,Central Valley,Virginie Boone,@vboone,Macchia 2011 Rebellious Petite Sirah (Lodi),Petite Sirah,Macchia
31364,US,"Dark as a moonless midnight, dry as dust, with hard-edged tannins, this Cabernet is almost undrinkable now in its extreme youth. It shows a massive core of blackberries, currants, dark baker's chocolate and smoky oak, and the balance of acidity makes it clean and bright. All indications are of a cellarworthy wine. Drink 2014 and beyond.",Reserve Speciale,92,110.0,California,Sonoma Valley,Sonoma,,,Arrowood 2007 Reserve Speciale Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Arrowood
31370,US,"Very fine Chardonnay, marked by brisk, racy acidity and a steely tang to the lemon, lime, white peach and honeysuckle flavors. Very complex and lively, an alluring wine that will take a few years in the bottle.",Jackson Hills,92,25.0,California,Santa Barbara County,Central Coast,,,Kendall-Jackson 2009 Jackson Hills Chardonnay (Santa Barbara County),Chardonnay,Kendall-Jackson
31373,France,A beautiful wine that has plenty of weight and also a firm structure of minerality to go with the yellow fruits that are now evolving into more mature flavors. It is by no means at its peak yet. Give it 2–3 years.,Vaudésir Grand Cru,92,70.0,Burgundy,Chablis,,Roger Voss,@vossroger,Pascal Bouchard 2005 Vaudésir Grand Cru  (Chablis),Chardonnay,Pascal Bouchard
31419,US,"This is a stunning, vibrantly robust and intense wine, big, bold and reductive and blended with 3% Petite Sirah. Floral aromas take on meaty, gamy overtones amidst black licorice, tar and juicy strawberry, the tannins silky and supportive and the finish leathery and spicy.",Relentless,95,87.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Shafer 2013 Relentless Syrah (Napa Valley),Syrah,Shafer
31396,US,"Given its high-octane aroma of barrel and petrol, this Pinot is defined by its need to settle down, more disheveled teenager than the groomed adult it surely will become. The bones are there, dark berry fruit and lurking, earthy spice. There's a developing softness to the texture, the aromas still being worked out.",Estate Vineyard,88,40.0,California,Mendocino County,,Virginie Boone,@vboone,Masút 2012 Estate Vineyard Pinot Noir (Mendocino County),Pinot Noir,Masút
31397,US,"Slightly sweet, this light, smooth and juicy wine has mild aromatics of citrus fruit and floral notes, and pretty melon and pippin apple flavors.",Estate Grown Made With Organically Grown Grapes,88,16.0,California,Potter Valley,,Jim Gordon,@gordone_cellars,McFadden 2013 Estate Grown Made With Organically Grown Grapes Riesling (Potter Valley),Riesling,McFadden
31401,US,"Nicely differentiated from the companion Stewart bottling, this Athena is a sharp and spicy affair, with tight, tart cranberry and raspberry fruit. Native yeast fermentation and extended sur-lie aging add some snap to the finish. Try after 2016 for optimum enjoyment.",Athena,88,35.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Boedecker Cellars 2011 Athena Pinot Noir (Willamette Valley),Pinot Noir,Boedecker Cellars
31402,US,"A perennial knockout, this vintage delivers as always, combining 7% Petite Sirah, Mourvèdre and Syrah from the estate into the mix. Altogether, it opens in a field of wildflowers aromatic before unfurling tart acidity to keep freshly layered soft, supple tannin and red cherry and berry. Sprinklings of white pepper and clove factor in.",Rocky Knoll Estate Grown,96,58.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Limerick Lane 2014 Rocky Knoll Estate Grown Zinfandel (Russian River Valley),Zinfandel,Limerick Lane
31406,France,"This limited release Champagne has been aged on its lees in Gosset's cellars for a minimum of 15 years. While it does have some maturity and toasty character, its freshness is extraordinary. The crisp fruit is still there, evoking ripe apples with an almond- and spice-laced edge. It's ready to drink.",Cuvée 15 Brut,96,135.0,Champagne,Champagne,,Roger Voss,@vossroger,Gosset NV Cuvée 15 Brut  (Champagne),Champagne Blend,Gosset
31407,US,"Dark gold in color, this is a memorably luxurious and vivacious wine, tangy in grapefruit, burnt orange and cardamom. Layered and complex, it evolves as it opens to a lingering tease of butterscotch topped in nutmeg. It is an outstanding vision of an outstanding site, a wine for the ages.",Ritchie Vineyard,96,60.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Gary Farrell 2014 Ritchie Vineyard Chardonnay (Russian River Valley),Chardonnay,Gary Farrell
31414,France,"The second of two prestige cuvées from Deutz, this shows its high proportion of Pinot Noir with its full-bodied nature. Already mature, it has broadened into a richly complex, toasty, spicy wine. With full-throttle acidity that gives it a taut edge, it's impressive and ready to drink.",Cuvée William Deutz,95,140.0,Champagne,Champagne,,Roger Voss,@vossroger,Deutz 2006 Cuvée William Deutz  (Champagne),Champagne Blend,Deutz
31421,US,"As fabulous as ever, this brilliant compendium of nutty-toasty-buttery scents and flavors is never tiring. It's vivid, fruit-loaded and bracing. Well-ripened citrus and stone fruits come into focus, along with streaks of vanilla and lemongrass.",Shea Vineyard,95,35.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Shea 2014 Shea Vineyard Chardonnay (Willamette Valley),Chardonnay,Shea
31416,US,"These are in fact the original Pinot Noir vines planted in the Willamette Valley, back in the mid-1960s. An explosion of sensory detail quickly opens up the wine, with pollen, sandalwood, sassafras and coffee grounds. Those flavors wrap around blackberry, licorice and cola, continuing to expand and explore the far reaches of the palate. Phylloxera may soon eliminate these vines, so don't wait to acquire a bit of history in a bottle.",Original Vines Estate,95,80.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,The Eyrie Vineyards 2014 Original Vines Estate Pinot Noir (Dundee Hills),Pinot Noir,The Eyrie Vineyards
31422,US,"Quite dark in the glass, this bottling from tech power couple T.J. and Valeta Rodgers offers rich aromas of dried Mission fig, elderberry and black cherry, along with clay, loam and purple flowers. There is an impressive, almost muddy thickness to the palate, without being sweet or rich at all, showing flavors thyme, dill, mint and lavender against a core of dark red fruit.",Domaine Lois Louise Cote Sud,95,82.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Clos de la Tech 2012 Domaine Lois Louise Cote Sud Pinot Noir (Santa Cruz Mountains),Pinot Noir,Clos de la Tech
31411,US,"Winemaker Bradley Brown manages to capture all of the redwood forest-like spice of this region in his lithe bottlings. This one offers fresh pomegranate and rose petal on the nose, plus woody touches of sandalwood and cedar. Bright acidity kicks off the sip, dropping into pencil shavings, thyme and cola, with dried raspberry fruit that runs from end to end.",Lester Family Vineyard,95,48.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Big Basin 2014 Lester Family Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Big Basin
31427,France,"This Champagne is beautifully mature, its ripe fruit and soft texture magnified by toast and yeast. Rich and full bodied, its fine acidity keeps it in great condition. With a crisp aftertaste that gives it a delicious lift, it's ready to drink now.",Dom Pérignon Brut Rosé,95,380.0,Champagne,Champagne,,Roger Voss,@vossroger,Moët & Chandon 2005 Dom Pérignon Brut Rosé  (Champagne),Champagne Blend,Moët & Chandon
31428,France,"Crisp red fruit dominates this beautifully crafted wine. Poised and stylish, it exudes sophistication with its bright red currant fruit and delicious acidity. A lively mousse enhances its crisp texture and fine aftertaste. Drink from 2018.",Amour de Deutz Brut Rosé,95,200.0,Champagne,Champagne,,Roger Voss,@vossroger,Deutz 2007 Amour de Deutz Brut Rosé  (Champagne),Champagne Blend,Deutz
31430,US,"The recent vintages from this Santa Maria-based winery of actress Challen Cates and winemaker Kevin Law are some of the most impressive wines out there. This is dark in the glass, with a rich bouquet of cinnamon-clove foam, black plum pudding and hot pastry. It hits the palate with panache and power, showing allspice, dried ginger and sharp cola notes atop rich black cherry fruit.",Bentrock Vineyard,94,65.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Challen 2013 Bentrock Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Challen
31431,France,"The half-bottle format has sped up the maturing of this wine. It rides a fine line between crisp red fruit and fuller, toastier character. With great acidity, layers of zingy citrus and a soft texture, it's delicate and ready to drink.",Amour de Deutz Brut Rosé,94,100.0,Champagne,Champagne,,Roger Voss,@vossroger,Deutz 2008 Amour de Deutz Brut Rosé  (Champagne),Champagne Blend,Deutz
31432,US,"This tasty, lightly toasty wine is 100% varietal, with fruit approaching plumpness and offering mixed flavors of cantaloupe, pear and peach. It rolls smoothly into a well-rounded finish with a dash of white pepper.",Reserve,88,29.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Winter's Hill 2015 Reserve Pinot Blanc (Dundee Hills),Pinot Blanc,Winter's Hill
31433,US,"Red chewy fruit that's succulent and satisfying defines this wine that takes a straightforward approach to oak and tannin, integrating them both well. Cherry and cassis linger on the sizable finish.",Reserve,88,190.0,California,Napa Valley,Napa,Virginie Boone,@vboone,ZD 2012 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,ZD
31436,US,"Aromas like vanilla and baking spices along with bright, ripe flavors give a happy, lively personality to this full-bodied and firm-textured wine.",Reserve Alder Springs Vineyard,88,42.0,California,Mendocino,,Jim Gordon,@gordone_cellars,City Winery of New York 2011 Reserve Alder Springs Vineyard Cabernet Franc (Mendocino),Cabernet Franc,City Winery of New York
31444,US,"This represents a softer, more subtle side of the variety, holding back on overripeness in favor of simple leather, compost and black pepper. Touches of unearthed truffle offer the wine's one note of richness.",Estate Grown,88,24.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Balletto 2013 Estate Grown Zinfandel (Russian River Valley),Zinfandel,Balletto
31437,Spain,"A heavy coating of oak covers red-fruit aromas of plum and currant. This is firm and drawing in feel, with red plum, currant and oaky flavors. Additional oak and related vanilla flavors are key players on the finish.",Crianza,88,28.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Consejo de la Alta 2013 Crianza  (Rioja),Tempranillo Blend,Consejo de la Alta
31441,US,"This classically coastal wine, influenced by wind and fog, is light bodied and buoyant in acidity, perfumed by clove, cola and cherry. The oak is present, while integrated, providing a thickness of texture that should mellow in time.",Sonoma Stage Vineyard,88,0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Flanagan 2014 Sonoma Stage Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Flanagan
31445,Italy,The nose is a bit subdued but eventually reveals orange zest and pear aromas. The lively palate offers green apple and white peach alongside bright acidity and a vivacious perlage.,Animante,88,35.0,Lombardy,Franciacorta,,Kerin O’Keefe,@kerinokeefe,Barone Pizzini NV Animante Sparkling (Franciacorta),Sparkling Blend,Barone Pizzini
31446,France,"Based in Chamery on the northern slopes of the Montagne de Reims, this producer has made an immediately attractive nonvintage wine. Fruity and with crisp acidity it hits a good point between dry and sweeter in the Brut range, making it very drinkable, with a crisp aftertaste.",Premier Cru Brut,88,52.0,Champagne,Champagne,,Roger Voss,@vossroger,Bertrand-Delespierre NV Premier Cru Brut  (Champagne),Champagne Blend,Bertrand-Delespierre
